Field.Notebook,Image,Field.Number,Genus,Sex,SVL ,Total,Stream.Distance,Habitat,Development ,Larval.Period,Microhabitat,Date.Collected,Month.Collected,Time.Collected,Elevation,Elevation.Range,Site.Description,Date Preserved,Notes,Location
269,5,CD 11329,Desmognathus monticola ,female,58,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,CD 11327,Desmognathus monticola ,female,59,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,CD 11333,Desmognathus monticola ,male,59.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,CD 11335,Desmognathus monticola ,male,60,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,CD 11326,Desmognathus monticola ,female,61,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,5,CD 11338,Desmognathus monticola ,male,63,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,CD 11317,Desmognathus monticola ,male,65.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,CD 11316,Desmognathus monticola ,male,67.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,4,CD 11314,Desmognathus monticola ,male,72.5,,,Semi,biphasic ,12.5,,8/14/58,August,,4000,4000,,,,"South of Route 600 on South Side of Whitetop Mt., Grayson Co., VA"
269,19,CD 11537,Desmognathus monticola ,male,62.5,,,Semi,biphasic ,12.5,,8/18/58,August,,5100,5100,,,,"South East Slope of Whitetop Mt., Grayson Co., VA on Bald in small spring "
269,51,CD11995,Desmognathus monticola ,juvenile,22.5,,0,Semi,biphasic ,12.5,stream,9/1/58,September,,3750,3750,,,stream,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,51,CD11996,Desmognathus monticola ,juvenile,22.5,,0,Semi,biphasic ,12.5,stream,9/1/58,September,,3750,3750,,,stream,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,51,CD11993,Desmognathus monticola ,juvenile,23,,0,Semi,biphasic ,12.5,stream,9/1/58,September,,3750,3750,,,stream,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,51,CD11997,Desmognathus monticola ,juvenile,23,,0,Semi,biphasic ,12.5,stream,9/1/58,September,,3750,3750,,,stream,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,51,CD11990,Desmognathus monticola ,female,24.5,,0,Semi,biphasic ,12.5,stream,9/1/58,September,,3750,3750,,,stream,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,51,CD11994,Desmognathus monticola ,male,24.5,,0,Semi,biphasic ,12.5,stream,9/1/58,September,,3750,3750,,,stream,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
269,51,CD11991,Desmognathus monticola ,female,26,,0,Semi,biphasic ,12.5,stream,9/1/58,September,,3750,3750,,,stream,"South Side of Whitetop Mt., Grayson Co., VA South of Rt. 600 and North of RT. 59"
